,BikeParking,OutdoorSeating,GoodForKids,NoiseLevel,RestaurantsGoodForGroups,GoodForDancing,CoatCheck,WiFi,RestaurantsPriceRange2,HappyHour,Alcohol,ByAppointmentOnly,HasTV,RestaurantsReservations,BusinessAcceptsCreditCards,RestaurantsAttire,Caters,RestaurantsTakeOut,RestaurantsDelivery,Smoking,RestaurantsTableService,WheelchairAccessible,BusinessAcceptsBitcoin,DogsAllowed,Corkage,BYOBCorkage,BYOB,DriveThru,AgesAllowed,DietaryRestrictions,HairSpecializesIn,AcceptsInsurance,Open24Hours,RestaurantsCounterService,garage,street,validated,lot,valet,touristy,hipster,romantic,divey,intimate,trendy,upscale,classy,casual,dj,background_music,no_music,jukebox,live,video,karaoke,monday,tuesday,friday,wednesday,thursday,sunday,saturday,dessert,latenight,lunch,dinner,brunch,breakfast,stars
M7UUtqg0K09T6Z0yIy0Hlw,TRUE,TRUE,FALSE,'loud',TRUE,FALSE,FALSE,'free',2,TRUE,'full_bar',NA,TRUE,TRUE,TRUE,'casual',FALSE,TRUE,TRUE,'no',TRUE,TRUE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,3
ZZzS6rgqXZWmq6TBYN6lrw,TRUE,TRUE,FALSE,NA,FALSE,NA,NA,NA,2,NA,'full_bar',NA,TRUE,TRUE,TRUE,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5
azG7UDKXgSo938c2m27cZQ,TRUE,TRUE,FALSE,'average',TRUE,TRUE,FALSE,NA,2,FALSE,'full_bar',NA,FALSE,TRUE,TRUE,NA,NA,NA,NA,'outdoor',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,3.5
qrlsFv6VQbYmVqCNM5W4DQ,TRUE,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5
X5idHlOd78PQH93RWIM6KYA,FALSE,TRUE,FALSE,'average',TRUE,FALSE,FALSE,'free',2,TRUE,'full_bar',NA,TRUE,FALSE,TRUE,'casual',FALSE,TRUE,FALSE,'no',TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,3.5
ZyOgY.z9sHdHp8_FDoQAJg,TRUE,TRUE,TRUE,'very_loud',TRUE,FALSE,FALSE,'free',2,TRUE,'full_bar',NA,TRUE,FALSE,TRUE,'casual',FALSE,TRUE,FALSE,'no',TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,3
X3T3Fk6b2VeNA.Ot.KQ1USw,TRUE,TRUE,TRUE,'average',TRUE,FALSE,FALSE,'free',2,TRUE,'full_bar',NA,TRUE,TRUE,NA,'casual',TRUE,TRUE,TRUE,'no',TRUE,TRUE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3
iPDraG9gpzlOQpQhJdPsfg,TRUE,TRUE,TRUE,'loud',TRUE,TRUE,NA,'no',2,NA,'full_bar',NA,TRUE,TRUE,TRUE,'casual',TRUE,TRUE,FALSE,'outdoor',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3
pqtE5yE_.4Q0hcklvLq6Eg,FALSE,TRUE,NA,'average',TRUE,NA,NA,NA,1,NA,'full_bar',NA,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
DY7.vogWxfAa5ONbEmUUJQ,TRUE,TRUE,FALSE,'loud',TRUE,NA,NA,NA,1,NA,'full_bar',NA,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5
X8wu9H09ZNWGyb_PBW63yrA,TRUE,TRUE,NA,'loud',TRUE,FALSE,FALSE,NA,2,TRUE,'full_bar',NA,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5
eNQHcdSomzl4KyIlgN2zTg,TRUE,FALSE,NA,'average',TRUE,TRUE,NA,'free',1,NA,'full_bar',NA,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,4
bivY4IG4zyvMakJ9UQdSdw,TRUE,TRUE,FALSE,'average',TRUE,NA,NA,'no',1,TRUE,'full_bar',NA,TRUE,FALSE,TRUE,'casual',TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5
MgzGvq5VKDqXKigty36xRw,TRUE,TRUE,FALSE,'average',TRUE,NA,FALSE,'free',1,TRUE,'full_bar',NA,TRUE,FALSE,TRUE,'casual',FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,3
Dv0OHpQSL4hOGl2KAEVvlA,TRUE,TRUE,TRUE,'loud',TRUE,FALSE,NA,'free',2,TRUE,'full_bar',NA,TRUE,TRUE,NA,'casual',FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,3
X0jv1aUWkZfoJumErj3JCFQ,TRUE,FALSE,FALSE,'average',TRUE,NA,NA,'no',3,TRUE,'full_bar',NA,TRUE,TRUE,TRUE,'casual',FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3.5
odwKggsGEcFEtNRVp5aaeA,NA,NA,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5
YIf8UeObm5WR.bQRwdu3Bg,TRUE,FALSE,FALSE,'average',FALSE,NA,NA,'free',2,NA,NA,NA,FALSE,FALSE,NA,'casual',FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
GYD.zJZnqrMWR8u2ML06Vg,TRUE,FALSE,TRUE,NA,TRUE,FALSE,NA,'free',3,FALSE,'full_bar',NA,TRUE,TRUE,TRUE,'casual',NA,TRUE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.5
fgTeVSSrqqCR1VDWMUgaKw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
TeaOjHwZmKYlD9ce1l.8Ug,TRUE,FALSE,NA,'loud',TRUE,NA,NA,NA,1,NA,'full_bar',NA,TRUE,FALSE,TRUE,'casual',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.5
X29L2u1.bqyXebJls83ArzA,TRUE,FALSE,FALSE,'quiet',TRUE,FALSE,FALSE,'free',2,FALSE,'full_bar',NA,TRUE,TRUE,NA,'casual',FALSE,TRUE,FALSE,'no',TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,3.5
EDjz3N5KpsygQxnWi9iP3w,TRUE,TRUE,TRUE,'loud',TRUE,NA,NA,'free',2,TRUE,'full_bar',NA,TRUE,FALSE,TRUE,'casual',TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,3.5
yJ0qVpAXtJNA99R0ywcWBg,FALSE,TRUE,NA,'average',TRUE,NA,NA,NA,3,NA,'full_bar',NA,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
PBI4Y.lykpBU3vr1dcX25w,FALSE,TRUE,NA,'quiet',TRUE,NA,NA,NA,2,NA,'full_bar',NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
X98F8oDH8Dq8Vr.0zdeSUnQ,TRUE,TRUE,NA,'average',TRUE,NA,NA,'free',2,NA,'full_bar',NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5
X2_qLxCT0jHM8Xqk6PEwrBw,TRUE,TRUE,TRUE,NA,TRUE,FALSE,FALSE,'free',2,FALSE,'full_bar',NA,TRUE,TRUE,TRUE,'casual',TRUE,TRUE,FALSE,'no',TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4
m1UQyzD2JOaHSwlIO0OtMg,TRUE,TRUE,FALSE,'average',TRUE,NA,NA,'free',1,NA,'full_bar',NA,TRUE,FALSE,TRUE,'casual',FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
SgtiWJIU94smnrKxa.cNUw,FALSE,TRUE,NA,'very_loud',TRUE,FALSE,FALSE,'no',2,TRUE,'full_bar',NA,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,3.5
HO2knNxcc_8lFtgGxN8q2A,TRUE,TRUE,TRUE,'loud',TRUE,FALSE,NA,'free',2,NA,'full_bar',NA,TRUE,TRUE,TRUE,'casual',FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,3
EALho0Fg7DkwqV36iPFqZA,NA,FALSE,NA,'loud',TRUE,NA,NA,NA,2,NA,'full_bar',NA,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
oIVc4K0jQNRtBKbIQmEqcQ,TRUE,TRUE,NA,'average',TRUE,FALSE,TRUE,'free',2,TRUE,'full_bar',NA,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5
ryozSJKdiwD_knRFasIyhA,TRUE,TRUE,TRUE,'average',TRUE,FALSE,FALSE,'no',1,TRUE,'full_bar',NA,TRUE,FALSE,TRUE,'casual',TRUE,TRUE,FALSE,'no',FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,4.5
uP21QeqzU5E3azBk2_GDsw,TRUE,FALSE,FALSE,'average',TRUE,FALSE,NA,'free',1,NA,'full_bar',NA,TRUE,FALSE,TRUE,'casual',FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.5
cK1HL.8VreiF4K6ZcponLQ,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,4,NA,'full_bar',NA,TRUE,FALSE,FALSE,'casual',FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5
VaKXUpmWTTWDKbpJ3aQdMw,TRUE,FALSE,TRUE,'loud',TRUE,NA,NA,'free',2,TRUE,'full_bar',NA,TRUE,FALSE,TRUE,'casual',TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,3.5
ToFm2DhhTdr0Kv0A7Sdj6g,TRUE,TRUE,FALSE,'average',TRUE,FALSE,NA,'free',2,NA,'full_bar',NA,FALSE,TRUE,TRUE,'casual',TRUE,TRUE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4
DPr8FQsb74aXeDgDxiZBfA,TRUE,TRUE,FALSE,'loud',TRUE,NA,NA,'free',2,TRUE,'full_bar',NA,TRUE,TRUE,NA,'casual',FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5
MothxPy.ZoFcCdoVGw2hDQ,TRUE,TRUE,TRUE,NA,TRUE,NA,NA,'free',2,TRUE,'full_bar',NA,TRUE,FALSE,TRUE,'casual',NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.5
MF31okhXi1PNQLu0MFyYkQ,TRUE,FALSE,NA,'quiet',TRUE,NA,NA,NA,2,TRUE,'full_bar',NA,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
VpsXhgaBA7.65Gt2zg8Nkg,FALSE,TRUE,FALSE,'loud',TRUE,FALSE,NA,'free',2,TRUE,'full_bar',NA,TRUE,TRUE,TRUE,'casual',FALSE,TRUE,FALSE,'no',TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,3.5
wArcCMVnrl_tc9MULW.0CQ,TRUE,TRUE,FALSE,'average',TRUE,NA,NA,'free',2,NA,'full_bar',NA,TRUE,TRUE,TRUE,'casual',TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3.5
X8cKneAw3jTSRUM.4qM0XKQ,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,'free',2,NA,'full_bar',NA,TRUE,TRUE,NA,'casual',FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
wk3wGDfJb1V.ciZpyhoNAA,NA,NA,TRUE,'average',TRUE,FALSE,FALSE,NA,2,NA,'full_bar',NA,TRUE,NA,TRUE,'casual',NA,TRUE,FALSE,'outdoor',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5
lcGQQi3ioHzeZDsEm.o1Jg,FALSE,TRUE,TRUE,'average',TRUE,FALSE,NA,'no',2,NA,'full_bar',NA,TRUE,TRUE,NA,'casual',TRUE,TRUE,FALSE,'outdoor',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,3
